Entity,Code,Year,Share of one-year-olds vaccinated against rubella
United Kingdom,GBR,2017,92
United Kingdom,GBR,2018,92
United Kingdom,GBR,2019,91
United Kingdom,GBR,2020,91
United Kingdom,GBR,2021,91
United Kingdom,GBR,2022,90
United Kingdom,GBR,2023,90
United Kingdom,GBR,2024,89
United States,USA,1980,86
United States,USA,1981,97
United States,USA,1982,97
United States,USA,1983,98
United States,USA,1984,98
United States,USA,1985,97
United States,USA,1986,97
United States,USA,1987,82
United States,USA,1988,98
United States,USA,1989,94
United States,USA,1990,90
United States,USA,1991,87
United States,USA,1992,83
United States,USA,1993,84
United States,USA,1994,89
United States,USA,1995,88
United States,USA,1996,91
United States,USA,1997,91
United States,USA,1998,92
United States,USA,1999,92
United States,USA,2000,91
United States,USA,2001,91
United States,USA,2002,91
United States,USA,2003,93
United States,USA,2004,93
United States,USA,2005,92
United States,USA,2006,92
United States,USA,2007,92
United States,USA,2008,92
United States,USA,2009,90
United States,USA,2010,92
United States,USA,2011,92
United States,USA,2012,91
United States,USA,2013,92
United States,USA,2014,92
United States,USA,2015,92
United States,USA,2016,92
United States,USA,2017,91
United States,USA,2018,92
United States,USA,2019,90
United States,USA,2020,91
United States,USA,2021,92
United States,USA,2022,92
United States,USA,2023,92
United States,USA,2024,92
Upper-middle-income countries,,1980,0
Upper-middle-income countries,,1981,0
Upper-middle-income countries,,1982,0
Upper-middle-income countries,,1983,0
Upper-middle-income countries,,1984,0
Upper-middle-income countries,,1985,0
Upper-middle-income countries,,1986,0
Upper-middle-income countries,,1987,0
Upper-middle-income countries,,1988,0
Upper-middle-income countries,,1989,0
Upper-middle-income countries,,1990,0
Upper-middle-income countries,,1991,0
Upper-middle-income countries,,1992,0
Upper-middle-income countries,,1993,3
Upper-middle-income countries,,1994,3
Upper-middle-income countries,,1995,7
Upper-middle-income countries,,1996,7
Upper-middle-income countries,,1997,8
Upper-middle-income countries,,1998,16
Upper-middle-income countries,,1999,16
Upper-middle-income countries,,2000,24
Upper-middle-income countries,,2001,28
Upper-middle-income countries,,2002,28
Upper-middle-income countries,,2003,30
Upper-middle-income countries,,2004,33
Upper-middle-income countries,,2005,33
Upper-middle-income countries,,2006,37
Upper-middle-income countries,,2007,36
Upper-middle-income countries,,2008,36
Upper-middle-income countries,,2009,36
Upper-middle-income countries,,2010,63
Upper-middle-income countries,,2011,74
Upper-middle-income countries,,2012,78
Upper-middle-income countries,,2013,77
Upper-middle-income countries,,2014,79
Upper-middle-income countries,,2015,77
Upper-middle-income countries,,2016,79
Upper-middle-income countries,,2017,82
Upper-middle-income countries,,2018,86
Upper-middle-income countries,,2019,90
Upper-middle-income countries,,2020,87
Upper-middle-income countries,,2021,85
Upper-middle-income countries,,2022,88
Upper-middle-income countries,,2023,86
Upper-middle-income countries,,2024,87
Uruguay,URY,1982,52
Uruguay,URY,1983,65
Uruguay,URY,1984,66
Uruguay,URY,1985,59
Uruguay,URY,1986,82
Uruguay,URY,1987,88
Uruguay,URY,1988,72
Uruguay,URY,1989,82
Uruguay,URY,1990,97
Uruguay,URY,1991,96
Uruguay,URY,1992,93
Uruguay,URY,1993,90
Uruguay,URY,1994,90
Uruguay,URY,1995,90
Uruguay,URY,1996,89
Uruguay,URY,1997,92
Uruguay,URY,1998,96
Uruguay,URY,1999,99
Uruguay,URY,2000,89
Uruguay,URY,2001,94
Uruguay,URY,2002,95
Uruguay,URY,2003,95
Uruguay,URY,2004,95
Uruguay,URY,2005,95
Uruguay,URY,2006,94
Uruguay,URY,2007,96
Uruguay,URY,2008,95
Uruguay,URY,2009,94
Uruguay,URY,2010,95
Uruguay,URY,2011,95
Uruguay,URY,2012,96
Uruguay,URY,2013,96
Uruguay,URY,2014,96
Uruguay,URY,2015,96
Uruguay,URY,2016,95
Uruguay,URY,2017,96
Uruguay,URY,2018,97
Uruguay,URY,2019,96
Uruguay,URY,2020,95
Uruguay,URY,2021,93
Uruguay,URY,2022,96
Uruguay,URY,2023,96
Uruguay,URY,2024,97
Uzbekistan,UZB,2006,98
Uzbekistan,UZB,2007,98
Uzbekistan,UZB,2008,98
Uzbekistan,UZB,2009,95
Uzbekistan,UZB,2010,98
Uzbekistan,UZB,2011,99
Uzbekistan,UZB,2012,99
Uzbekistan,UZB,2013,97
Uzbekistan,UZB,2014,99
Uzbekistan,UZB,2015,99
Uzbekistan,UZB,2016,99
Uzbekistan,UZB,2017,99
Uzbekistan,UZB,2018,96
Uzbekistan,UZB,2019,98
Uzbekistan,UZB,2020,99
Uzbekistan,UZB,2021,99
Uzbekistan,UZB,2022,99
Uzbekistan,UZB,2023,99
Uzbekistan,UZB,2024,99
Vanuatu,VUT,2015,76
Vanuatu,VUT,2016,84
Vanuatu,VUT,2017,80
Vanuatu,VUT,2018,75
Vanuatu,VUT,2019,80
Vanuatu,VUT,2020,78
Vanuatu,VUT,2021,50
Vanuatu,VUT,2022,70
Vanuatu,VUT,2023,70
Vanuatu,VUT,2024,61
Venezuela,VEN,1998,92
Venezuela,VEN,1999,84
Venezuela,VEN,2000,84
Venezuela,VEN,2001,98
Venezuela,VEN,2002,83
Venezuela,VEN,2003,83
Venezuela,VEN,2004,80
Venezuela,VEN,2005,76
Venezuela,VEN,2006,82
Venezuela,VEN,2007,87
Venezuela,VEN,2008,93
Venezuela,VEN,2009,87
Venezuela,VEN,2010,79
Venezuela,VEN,2011,86
Venezuela,VEN,2012,87
Venezuela,VEN,2013,85
Venezuela,VEN,2014,89
Venezuela,VEN,2015,92
Venezuela,VEN,2016,88
Venezuela,VEN,2017,96
Venezuela,VEN,2018,74
Venezuela,VEN,2019,93
Venezuela,VEN,2020,76
Venezuela,VEN,2021,68
Venezuela,VEN,2022,52
Venezuela,VEN,2023,68
Venezuela,VEN,2024,71
Vietnam,VNM,2015,92
Vietnam,VNM,2016,95
Vietnam,VNM,2017,93
Vietnam,VNM,2018,90
Vietnam,VNM,2019,92
Vietnam,VNM,2020,93
Vietnam,VNM,2021,85
Vietnam,VNM,2022,81
Vietnam,VNM,2023,86
Vietnam,VNM,2024,95
West and Central Africa (UNICEF),,1980,0
West and Central Africa (UNICEF),,1981,0
West and Central Africa (UNICEF),,1982,0
West and Central Africa (UNICEF),,1983,0
West and Central Africa (UNICEF),,1984,0
West and Central Africa (UNICEF),,1985,0
West and Central Africa (UNICEF),,1986,0
West and Central Africa (UNICEF),,1987,0
West and Central Africa (UNICEF),,1988,0
West and Central Africa (UNICEF),,1989,0
West and Central Africa (UNICEF),,1990,0
West and Central Africa (UNICEF),,1991,0
West and Central Africa (UNICEF),,1992,0
West and Central Africa (UNICEF),,1993,0
West and Central Africa (UNICEF),,1994,0
West and Central Africa (UNICEF),,1995,0
West and Central Africa (UNICEF),,1996,0
West and Central Africa (UNICEF),,1997,0
West and Central Africa (UNICEF),,1998,0
West and Central Africa (UNICEF),,1999,0
West and Central Africa (UNICEF),,2000,0
West and Central Africa (UNICEF),,2001,0
West and Central Africa (UNICEF),,2002,0
West and Central Africa (UNICEF),,2003,0
West and Central Africa (UNICEF),,2004,0
West and Central Africa (UNICEF),,2005,0
West and Central Africa (UNICEF),,2006,0
West and Central Africa (UNICEF),,2007,0
West and Central Africa (UNICEF),,2008,0
West and Central Africa (UNICEF),,2009,0
West and Central Africa (UNICEF),,2010,0
West and Central Africa (UNICEF),,2011,0
West and Central Africa (UNICEF),,2012,0
West and Central Africa (UNICEF),,2013,6
West and Central Africa (UNICEF),,2014,6
West and Central Africa (UNICEF),,2015,9
West and Central Africa (UNICEF),,2016,10
West and Central Africa (UNICEF),,2017,13
West and Central Africa (UNICEF),,2018,18
West and Central Africa (UNICEF),,2019,20
West and Central Africa (UNICEF),,2020,20
West and Central Africa (UNICEF),,2021,20
West and Central Africa (UNICEF),,2022,20
West and Central Africa (UNICEF),,2023,21
West and Central Africa (UNICEF),,2024,22
Western Pacific (WHO),,1980,0
Western Pacific (WHO),,1981,0
Western Pacific (WHO),,1982,0
Western Pacific (WHO),,1983,2
Western Pacific (WHO),,1984,2
Western Pacific (WHO),,1985,3
Western Pacific (WHO),,1986,2
Western Pacific (WHO),,1987,2
Western Pacific (WHO),,1988,2
Western Pacific (WHO),,1989,5
Western Pacific (WHO),,1990,5
Western Pacific (WHO),,1991,6
Western Pacific (WHO),,1992,7
Western Pacific (WHO),,1993,7
Western Pacific (WHO),,1994,7
Western Pacific (WHO),,1995,8
Western Pacific (WHO),,1996,8
Western Pacific (WHO),,1997,8
Western Pacific (WHO),,1998,10
Western Pacific (WHO),,1999,11
Western Pacific (WHO),,2000,11
Western Pacific (WHO),,2001,11
Western Pacific (WHO),,2002,10
Western Pacific (WHO),,2003,10
Western Pacific (WHO),,2004,10
Western Pacific (WHO),,2005,10
Western Pacific (WHO),,2006,10
Western Pacific (WHO),,2007,10
Western Pacific (WHO),,2008,9
Western Pacific (WHO),,2009,9
Western Pacific (WHO),,2010,62
Western Pacific (WHO),,2011,79
Western Pacific (WHO),,2012,86
Western Pacific (WHO),,2013,87
Western Pacific (WHO),,2014,89
Western Pacific (WHO),,2015,93
Western Pacific (WHO),,2016,96
Western Pacific (WHO),,2017,96
Western Pacific (WHO),,2018,95
Western Pacific (WHO),,2019,96
Western Pacific (WHO),,2020,95
Western Pacific (WHO),,2021,92
Western Pacific (WHO),,2022,93
Western Pacific (WHO),,2023,91
Western Pacific (WHO),,2024,92
World,OWID_WRL,1980,3
World,OWID_WRL,1981,4
World,OWID_WRL,1982,4
World,OWID_WRL,1983,4
World,OWID_WRL,1984,5
World,OWID_WRL,1985,5
World,OWID_WRL,1986,5
World,OWID_WRL,1987,5
World,OWID_WRL,1988,6
World,OWID_WRL,1989,7
World,OWID_WRL,1990,7
World,OWID_WRL,1991,8
World,OWID_WRL,1992,8
World,OWID_WRL,1993,9
World,OWID_WRL,1994,10
World,OWID_WRL,1995,11
World,OWID_WRL,1996,12
World,OWID_WRL,1997,12
World,OWID_WRL,1998,15
World,OWID_WRL,1999,16
World,OWID_WRL,2000,20
World,OWID_WRL,2001,21
World,OWID_WRL,2002,21
World,OWID_WRL,2003,22
World,OWID_WRL,2004,23
World,OWID_WRL,2005,23
World,OWID_WRL,2006,25
World,OWID_WRL,2007,25
World,OWID_WRL,2008,25
World,OWID_WRL,2009,25
World,OWID_WRL,2010,34
World,OWID_WRL,2011,37
World,OWID_WRL,2012,39
World,OWID_WRL,2013,42
World,OWID_WRL,2014,44
World,OWID_WRL,2015,46
World,OWID_WRL,2016,47
World,OWID_WRL,2017,51
World,OWID_WRL,2018,68
World,OWID_WRL,2019,69
World,OWID_WRL,2020,68
World,OWID_WRL,2021,66
World,OWID_WRL,2022,72
World,OWID_WRL,2023,71
World,OWID_WRL,2024,73
Yemen,YEM,2015,61
Yemen,YEM,2016,62
Yemen,YEM,2017,56
Yemen,YEM,2018,53
Yemen,YEM,2019,54
Yemen,YEM,2020,53
Yemen,YEM,2021,51
Yemen,YEM,2022,53
Yemen,YEM,2023,45
Yemen,YEM,2024,41
Zambia,ZMB,2017,96
Zambia,ZMB,2018,94
Zambia,ZMB,2019,93
Zambia,ZMB,2020,96
Zambia,ZMB,2021,90
Zambia,ZMB,2022,88
Zambia,ZMB,2023,83
Zambia,ZMB,2024,88
Zimbabwe,ZWE,2016,95
Zimbabwe,ZWE,2017,90
Zimbabwe,ZWE,2018,88
Zimbabwe,ZWE,2019,85
Zimbabwe,ZWE,2020,85
Zimbabwe,ZWE,2021,88
Zimbabwe,ZWE,2022,90
Zimbabwe,ZWE,2023,90
Zimbabwe,ZWE,2024,90
